NAME,TEAM,POSITION,SEASON,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Robin Olsen,Aston Villa,GKP,2022-23,40,39,10,280,0,0,1,8,0,0,0,0,0,11,1,62,83.2,0.0,0.0,8.2,2,0.00,0.00,0.00,8.56
Jacob Ramsey,Aston Villa,MID,2022-23,55,51,135,2634,6,8,11,33,1,0,0,5,0,0,13,470,653.4,537.8,456.0,164.7,31,5.07,2.89,7.96,40.50
Viljami Sinisalo,Aston Villa,GKP,2022-23,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Lino da Cruz Sousa,Aston Villa,DEF,2022-23,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Youri Tielemans,Aston Villa,MID,2022-23,65,61,86,2341,3,3,6,49,0,0,1,4,0,0,6,461,541.8,486.9,191.0,122.1,27,2.50,2.99,5.49,45.82
Ollie Watkins,Aston Villa,FWD,2022-23,75,73,175,3129,15,8,13,40,0,0,1,4,0,0,25,550,837.6,420.3,1308.0,256.7,36,16.15,2.66,18.81,46.65
Amadou Onana,Aston Villa,MID,2022-23,50,47,77,2486,1,3,9,37,0,0,0,9,0,0,2,300,358.2,316.6,287.0,96.0,29,2.95,1.66,4.61,47.89
Jaden Philogene,Aston Villa,MID,2022-23,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Lamare Bogarde,Aston Villa,DEF,2022-23,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Sil Swinkels,Aston Villa,DEF,2022-23,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Oliwier Zych,Aston Villa,GKP,2022-23,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kadan Young,Aston Villa,MID,2022-23,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Tyler Adams,Bournemouth,MID,2022-23,50,49,47,2156,0,0,5,36,0,0,0,4,1,0,1,290,393.6,328.9,24.0,74.9,24,0.11,1.05,1.16,32.69
Jaidon Anthony,Bournemouth,MID,2022-23,55,52,61,1241,3,1,2,29,0,0,0,2,0,0,4,193,308.6,209.3,263.0,78.1,11,1.69,1.10,2.79,26.14
David Brooks,Bournemouth,MID,2022-23,55,53,5,170,0,0,0,4,0,0,0,1,0,0,0,7,17.6,28.8,42.0,8.7,2,0.33,0.20,0.53,4.40
Ryan Christie,Bournemouth,MID,2022-23,55,53,64,1825,1,2,3,35,0,0,0,2,0,0,2,225,284.2,423.5,402.0,111.1,22,2.89,2.07,4.96,30.87
Lewis Cook,Bournemouth,MID,2022-23,50,49,51,1712,0,2,3,39,0,0,0,4,0,0,1,280,313.0,352.5,45.0,71.2,18,0.24,2.30,2.54,32.09
Hamed Traorè,Bournemouth,MID,2022-23,45,45,14,425,0,0,2,8,0,0,0,0,0,0,0,60,84.0,218.5,36.0,33.8,5,1.04,1.15,2.19,9.94
Ethan Pinnock,Brentford,DEF,2022-23,45,44,112,2700,3,0,10,34,1,0,0,0,0,0,6,575,840.8,110.1,319.0,127.2,30,2.73,1.11,3.84,40.17
Mads Roerslev Rasmussen,Brentford,DEF,2022-23,45,43,48,1101,0,0,5,12,0,0,0,0,0,0,0,201,167.6,120.7,46.0,33.4,12,0.28,0.82,1.10,17.67
Kevin Schade,Brentford,MID,2022-23,50,49,29,723,0,1,3,7,0,0,0,2,0,0,0,76,74.4,115.5,209.0,39.8,7,2.07,0.67,2.74,7.18
Ivan Toney,Brentford,FWD,2022-23,70,71,182,2953,20,4,10,42,0,0,1,9,0,0,35,607,926.8,424.3,1240.0,258.7,33,18.74,3.72,22.46,43.65
Yoane Wissa,Brentford,FWD,2022-23,55,53,111,1587,7,4,7,17,0,0,0,3,0,0,6,292,366.2,185.3,424.0,96.8,16,5.65,1.08,6.73,21.64
Yehor Yarmoliuk,Brentford,MID,2022-23,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Mathias Jorgensen,Brentford,DEF,2022-23,40,39,45,1097,0,1,4,15,1,0,0,2,0,0,4,191,203.2,39.4,54.0,30.0,11,1.33,0.15,1.48,19.73
Fábio Freitas Gouveia Carvalho,Brentford,MID,2022-23,55,51,27,339,2,1,0,3,0,0,0,0,0,0,0,80,89.4,36.7,173.0,29.7,4,1.11,0.25,1.36,5.01
Sepp van den Berg,Brentford,DEF,2022-23,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Ryan Trevitt,Brentford,MID,2022-23,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Amario Cozier-Duberry,Brighton,MID,2022-23,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Lewis Dunk,Brighton,DEF,2022-23,45,48,112,3240,1,1,12,50,1,0,0,4,0,0,7,648,661.4,163.6,198.0,102.4,36,1.67,0.90,2.57,46.43
Julio Enciso,Brighton,MID,2022-23,50,46,57,794,4,3,4,12,0,0,0,1,0,0,7,189,262.8,177.5,399.0,83.8,7,3.93,1.18,5.11,14.76
Pervis Estupiñán,Brighton,DEF,2022-23,45,50,128,2674,1,7,10,43,0,0,0,4,0,0,15,593,575.2,757.9,297.0,162.5,31,1.80,3.88,5.68,41.60
Evan Ferguson,Brighton,FWD,2022-23,45,46,65,942,6,2,6,12,0,0,0,1,0,0,8,213,286.2,150.4,361.0,79.9,10,5.44,0.54,5.98,13.45
Billy Gilmour,Brighton,MID,2022-23,45,42,21,502,0,1,2,8,0,0,0,1,0,0,0,105,67.6,56.5,33.0,15.8,7,0.50,0.80,1.30,9.35
Pascal Groß,Brighton,MID,2022-23,55,54,159,3240,9,8,11,51,1,0,0,7,0,0,14,748,918.6,1227.5,582.0,273.2,37,5.19,8.93,14.12,48.43
Jack Hinshelwood,Brighton,MID,2022-23,45,45,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,2.0,0.4,0,0.00,0.00,0.00,0.23
Kacper Kozłowski,Brighton,MID,2022-23,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Tariq Lamptey,Brighton,DEF,2022-23,45,42,23,439,0,0,1,7,0,0,0,1,0,0,0,91,70.6,87.2,48.0,20.6,3,0.20,0.64,0.84,6.37
Solly March,Brighton,MID,2022-23,50,52,147,2719,6,10,10,40,0,0,0,2,0,0,16,559,791.8,965.8,955.0,271.4,31,7.01,5.90,12.91,37.58
James Milner,Brighton,MID,2022-23,45,44,42,889,0,1,3,12,0,0,0,2,0,0,0,187,179.6,222.7,93.0,49.5,7,0.40,1.63,2.03,13.56
Mitoma Kaoru,Brighton,MID,2022-23,50,57,138,2311,7,9,8,35,0,0,0,0,0,0,11,457,569.6,569.4,867.0,200.4,24,8.29,4.93,13.22,35.52
Jakub Moder,Brighton,MID,2022-23,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Odeluga Offiah,Brighton,DEF,2022-23,40,40,1,23,0,0,0,3,0,0,0,0,0,0,0,10,6.2,1.5,0.0,0.8,0,0.00,0.02,0.02,1.77
Cameron Peupion,Brighton,MID,2022-23,45,45,1,5,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.3,5.0,0.5,0,0.06,0.00,0.06,0.95
Jeremy Sarmiento Morante,Brighton,MID,2022-23,45,45,16,168,0,2,1,2,0,0,0,1,0,0,0,40,46.6,38.2,50.0,12.9,1,0.33,0.27,0.60,2.76
Jason Steele,Brighton,GKP,2022-23,40,40,65,1350,0,1,6,23,1,1,0,1,0,37,8,332,377.6,13.0,0.0,39.1,15,0.00,0.15,0.15,23.46
Deniz Undav,Brighton,FWD,2022-23,55,50,52,614,5,2,2,9,1,0,0,2,0,0,4,173,196.4,124.0,372.0,69.1,6,4.89,1.25,6.14,9.03
Jan Paul van Hecke,Brighton,DEF,2022-23,40,40,6,291,0,0,0,7,0,0,0,2,0,0,0,54,71.4,5.8,10.0,8.8,3,0.55,0.04,0.59,6.72
Joël Veltman,Brighton,DEF,2022-23,45,46,95,2183,1,1,10,29,0,0,0,6,0,0,6,447,407.2,201.3,162.0,77.4,25,1.72,1.02,2.74,27.53
Adam Webster,Brighton,DEF,2022-23,45,45,75,1983,0,0,9,27,1,0,0,2,0,0,3,405,361.8,104.3,126.0,59.2,23,1.72,0.45,2.17,25.80
Danny Welbeck,Brighton,FWD,2022-23,65,65,91,1844,6,5,6,28,0,0,0,0,0,0,5,296,378.2,390.6,782.0,155.4,21,8.59,1.65,10.24,26.45
Yasin Ayari,Brighton,MID,2022-23,45,45,3,65,0,0,0,2,0,0,0,0,0,0,0,14,7.4,25.5,3.0,3.5,1,0.02,0.30,0.32,1.45
Andrew Moran,Brighton,MID,2022-23,45,45,1,11,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.82
Georginio Rutter,Brighton,MID,2022-23,55,50,15,263,0,1,0,9,0,0,0,0,0,0,0,45,54.4,49.2,53.0,15.5,1,0.41,0.23,0.64,5.68
Imari Samuels,Brighton,DEF,2022-23,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Andrey Nascimento dos Santos,Chelsea,MID,2022-23,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Benoît Badiashile,Chelsea,DEF,2022-23,50,50,40,904,1,0,4,9,0,0,0,2,0,0,2,209,219.8,49.1,81.0,35.1,10,1.26,0.20,1.46,12.31
Marcus Bettinelli,Chelsea,GKP,2022-23,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Moisés Caicedo Corozo,Chelsea,MID,2022-23,50,50,79,3138,1,1,10,47,0,0,0,10,0,0,0,503,589.8,680.4,210.0,148.2,34,1.67,2.51,4.18,45.90
Ben Chilwell,Chelsea,DEF,2022-23,60,56,70,1402,2,3,4,19,0,0,0,3,0,0,4,302,283.4,382.6,178.0,84.2,15,1.57,2.49,4.06,18.25
Carney Chukwuemeka,Chelsea,MID,2022-23,45,42,18,342,0,0,1,7,0,0,0,0,0,0,0,71,66.0,113.5,78.0,25.7,2,0.33,0.61,0.94,8.10
Levi Colwill,Chelsea,DEF,2022-23,45,44,46,1218,0,2,3,21,0,0,0,1,0,0,6,249,236.2,101.9,50.0,38.9,13,1.41,0.31,1.72,22.20
Marc Cucurella Saseta,Chelsea,DEF,2022-23,50,49,65,1669,0,2,6,20,0,0,0,4,0,0,1,363,354.4,232.5,72.0,65.9,21,0.38,0.96,1.34,26.03
David Datro Fofana,Chelsea,FWD,2022-23,50,50,3,68,0,0,0,1,0,0,0,0,0,0,0,8,15.2,34.6,30.0,8.0,1,0.57,0.04,0.61,1.72
Kiernan Dewsbury-Hall,Chelsea,MID,2022-23,50,49,82,2305,2,3,7,41,0,0,0,3,1,0,5,347,453.6,541.7,239.0,123.7,28,2.17,2.62,4.79,40.23
Enzo Fernández,Chelsea,MID,2022-23,50,50,42,1547,0,2,3,25,0,0,0,3,0,0,1,265,315.8,334.3,74.0,72.6,18,0.78,2.64,3.42,24.91
Conor Gallagher,Chelsea,MID,2022-23,60,56,66,1608,3,1,4,23,0,0,0,9,1,0,7,279,386.2,351.5,329.0,106.5,18,2.55,1.73,4.28,30.95
Alfie Gilchrist,Chelsea,DEF,2022-23,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
James Hill,Bournemouth,DEF,2022-23,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Chris Mepham,Bournemouth,DEF,2022-23,45,43,43,2197,0,0,5,52,2,0,0,7,0,0,6,369,556.4,54.4,134.0,74.4,24,0.96,0.55,1.51,42.46
Dango Ouattara,Bournemouth,MID,2022-23,50,50,49,1239,1,3,1,23,0,0,0,1,0,0,4,163,280.8,262.5,283.0,82.5,15,3.52,1.68,5.20,25.86
Philip Billing,Bournemouth,MID,2022-23,55,50,126,2766,7,2,9,54,0,0,0,5,0,0,14,475,637.4,401.1,445.0,148.4,34,4.60,2.56,7.16,49.46
Antoine Semenyo,Bournemouth,MID,2022-23,50,50,18,250,1,0,0,6,0,0,0,0,0,0,1,56,50.0,26.5,32.0,10.7,2,0.36,0.02,0.38,7.70
Marcos Senesi,Bournemouth,DEF,2022-23,45,44,69,2489,2,0,5,55,0,0,0,7,0,0,5,462,602.2,79.1,113.0,79.6,29,1.66,0.35,2.01,47.62
Luis Sinisterra,Bournemouth,MID,2022-23,65,65,53,863,5,0,0,23,0,0,0,1,1,0,6,173,242.8,157.7,305.0,70.6,13,3.81,0.88,4.69,18.12
Adam Smith,Bournemouth,DEF,2022-23,45,43,74,2940,0,1,7,58,0,0,0,11,0,0,5,400,416.6,276.9,88.0,78.3,34,0.50,1.57,2.07,54.01
Marcus Tavernier,Bournemouth,MID,2022-23,50,47,94,1740,5,4,5,37,0,0,0,1,0,0,12,315,459.8,348.4,436.0,124.2,19,3.13,1.37,4.50,31.77
Mark Travers,Bournemouth,GKP,2022-23,45,41,28,1035,0,0,2,32,0,0,0,0,0,36,1,193,290.0,0.0,0.0,29.1,11,0.00,0.00,0.00,19.68
Illia Zabarnyi,Bournemouth,DEF,2022-23,45,45,7,297,0,0,0,5,0,0,0,0,0,0,0,54,58.0,1.4,0.0,5.8,3,0.00,0.01,0.01,5.12
Kepa Arrizabalaga,Bournemouth,GKP,2022-23,45,45,118,2565,0,0,9,33,0,0,0,1,0,91,15,575,733.4,0.1,0.0,73.3,29,0.00,0.00,0.00,38.34
Will Dennis,Bournemouth,GKP,2022-23,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kristoffer Ajer,Brentford,DEF,2022-23,45,45,29,763,0,0,4,14,0,0,0,0,0,0,0,129,96.8,24.7,27.0,15.1,9,0.04,0.12,0.16,11.34
Nathan Collins,Brentford,DEF,2022-23,45,42,49,1811,0,0,4,37,0,0,0,2,1,0,6,326,437.0,38.9,36.0,51.5,19,0.23,0.21,0.44,32.93
Mikkel Damsgaard,Brentford,MID,2022-23,55,50,33,970,0,0,3,14,0,0,0,4,0,0,0,131,140.2,172.1,152.0,46.5,9,2.31,1.32,3.63,14.89
Josh Dasilva,Brentford,MID,2022-23,45,41,81,1371,4,2,5,17,0,0,0,1,0,0,3,274,305.8,208.5,182.0,69.6,14,1.58,1.62,3.20,17.89
Rico Henry,Brentford,DEF,2022-23,45,44,112,3240,0,3,11,46,0,0,0,4,0,0,4,505,460.0,411.5,197.0,107.0,37,1.80,2.90,4.70,48.49
Aaron Hickey,Brentford,DEF,2022-23,50,49,63,1918,0,3,5,30,0,0,0,7,0,0,2,310,227.4,120.7,102.0,45.1,23,0.38,0.58,0.96,28.13
Vitaly Janelt,Brentford,MID,2022-23,55,55,85,2201,3,1,8,28,0,0,0,3,0,0,5,357,411.2,258.8,243.0,91.3,24,2.33,1.56,3.89,29.68
Mathias Jensen,Brentford,MID,2022-23,50,48,132,2805,5,7,10,40,0,0,0,5,0,0,11,498,644.0,787.9,208.0,164.1,37,2.34,4.79,7.13,40.47
Keane Lewis-Potter,Brentford,MID,2022-23,55,52,14,313,0,1,0,4,0,0,0,0,0,0,0,37,42.0,64.0,114.0,21.9,3,0.49,0.29,0.78,4.15
Bryan Mbeumo,Brentford,MID,2022-23,60,57,150,2905,9,9,10,39,0,0,0,5,0,0,19,556,692.6,808.6,895.0,239.5,36,9.48,5.53,15.01,41.96
Ben Mee,Brentford,DEF,2022-23,45,48,143,3269,3,2,12,40,0,0,0,2,0,0,11,643,780.6,103.1,336.0,122.2,37,3.19,0.74,3.93,46.31
Christian Nørgaard,Brentford,MID,2022-23,55,53,71,1763,1,6,6,23,0,0,0,6,0,0,6,309,379.2,173.7,269.0,82.3,21,1.64,1.74,3.38,25.13
Frank Onyeka,Brentford,MID,2022-23,50,48,38,837,0,3,3,11,0,0,0,0,0,0,0,111,136.4,93.7,111.0,34.2,8,1.03,0.78,1.81,15.65
Fábio Ferreira Vieira,Arsenal,MID,2022-23,60,56,40,500,1,2,2,5,0,0,0,0,0,0,2,134,116.0,180.6,123.0,41.5,3,0.86,1.39,2.25,5.28
Gabriel Fernando de Jesus,Arsenal,FWD,2022-23,80,81,125,2064,11,7,9,23,0,0,0,6,0,0,17,401,660.6,427.8,1331.0,241.9,24,14.24,2.91,17.15,23.15
Gabriel dos Santos Magalhães,Arsenal,DEF,2022-23,50,52,146,3409,3,0,14,43,0,0,0,5,0,0,15,723,743.8,131.4,401.0,127.7,38,5.04,0.66,5.70,41.84
Kai Havertz,Arsenal,FWD,2022-23,80,74,102,2565,7,1,9,31,0,0,0,5,0,0,13,301,476.4,536.6,1014.0,202.5,30,11.58,2.75,14.33,38.25
Karl Hein,Arsenal,GKP,2022-23,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jorge Luiz Frello Filho,Arsenal,MID,2022-23,60,57,79,2127,2,2,9,23,0,0,0,4,0,0,5,379,400.4,261.4,98.0,76.1,24,1.89,0.96,2.85,24.41
Jakub Kiwior,Arsenal,DEF,2022-23,40,40,26,425,1,0,2,6,0,0,0,0,0,0,1,111,98.6,17.9,21.0,13.9,5,0.10,0.01,0.11,6.46
Gabriel Martinelli Silva,Arsenal,MID,2022-23,60,65,198,2789,15,9,14,33,0,0,0,3,0,0,18,648,844.2,838.1,1300.0,298.1,34,9.15,6.98,16.13,36.16
Ethan Nwaneri,Arsenal,MID,2022-23,45,45,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Martin Ødegaard,Arsenal,MID,2022-23,65,69,212,3132,15,8,13,38,0,0,0,4,0,0,30,813,971.8,1140.3,934.0,304.9,37,9.75,8.02,17.77,37.94
David Raya Martin,Arsenal,GKP,2022-23,45,48,166,3420,0,0,12,46,1,0,0,1,0,154,20,822,1146.0,20.1,4.0,117.3,38,0.11,0.12,0.23,50.12
Declan Rice,Arsenal,MID,2022-23,50,47,116,3272,4,3,9,50,0,0,1,5,0,0,12,622,789.0,539.3,226.0,155.5,36,2.40,1.85,4.25,48.28
Bukayo Saka,Arsenal,MID,2022-23,80,80,202,3183,14,12,12,42,0,0,1,6,0,0,19,678,1014.2,1106.1,1214.0,333.4,37,11.49,5.97,17.46,39.66
William Saliba,Arsenal,DEF,2022-23,45,49,117,2415,2,1,12,25,1,0,0,4,0,0,14,571,529.0,100.8,114.0,74.5,27,0.91,0.32,1.23,26.86
Thomas Partey,Arsenal,MID,2022-23,50,47,86,2480,3,0,11,28,0,0,0,5,0,0,6,468,526.6,444.1,242.0,121.5,28,2.59,2.17,4.76,32.27
Kieran Tierney,Arsenal,DEF,2022-23,50,46,37,774,0,1,1,10,0,0,0,0,0,0,0,164,144.6,86.1,67.0,30.0,6,0.38,0.43,0.81,10.90
Tomiyasu Takehiro,Arsenal,DEF,2022-23,45,42,32,651,0,1,2,11,0,0,0,2,0,0,0,173,137.0,86.6,55.0,27.7,6,0.24,0.23,0.47,8.93
Leandro Trossard,Arsenal,MID,2022-23,65,66,154,2237,8,13,8,38,0,0,0,1,0,0,8,494,666.0,711.4,875.0,225.2,26,6.37,6.02,12.39,30.79
Benjamin White,Arsenal,DEF,2022-23,45,50,156,3054,2,5,15,35,0,0,0,5,0,0,12,734,655.4,492.5,159.0,130.8,36,1.25,3.60,4.85,37.23
Oleksandr Zinchenko,Arsenal,DEF,2022-23,50,50,99,2122,1,2,10,28,0,0,0,3,0,0,8,500,405.0,387.7,190.0,98.3,26,1.32,2.39,3.71,26.67
Norberto Murara Neto,Arsenal,GKP,2022-23,45,45,93,2385,0,0,6,39,0,0,0,4,0,100,9,510,727.6,0.0,0.0,72.8,27,0.00,0.02,0.02,44.70
Raheem Sterling,Arsenal,MID,2022-23,100,97,101,1886,6,4,5,27,0,0,0,4,0,0,9,274,399.6,495.4,647.0,153.9,23,6.21,3.22,9.43,27.83
Nathan Butler-Oyedeji,Arsenal,FWD,2022-23,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Leon Bailey,Aston Villa,MID,2022-23,50,43,100,1964,4,5,8,32,0,0,0,4,0,0,6,242,339.6,452.8,540.0,132.8,26,5.34,4.77,10.11,35.15
Ross Barkley,Aston Villa,MID,2022-23,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Emiliano Buendía Stati,Aston Villa,MID,2022-23,60,57,117,2404,5,3,11,34,0,0,0,0,0,0,8,370,441.6,559.9,582.0,158.5,27,6.32,3.95,10.27,36.65
Matty Cash,Aston Villa,DEF,2022-23,50,46,57,1817,0,2,4,29,0,0,0,4,0,0,3,311,303.0,178.3,67.0,54.9,20,0.20,0.95,1.15,27.14
Leander Dendoncker,Aston Villa,MID,2022-23,50,47,37,897,0,0,4,14,0,0,0,0,0,0,0,163,143.4,96.1,64.0,30.6,9,0.72,0.14,0.86,14.68
Ilkay Gündogan,Man City,MID,2022-23,75,74,132,2351,8,6,10,20,0,0,1,0,0,0,9,518,596.2,636.9,597.0,182.7,27,7.83,4.37,12.20,20.31
Amad Diallo,Man Utd,MID,2022-23,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Antony Matheus dos Santos,Man Utd,MID,2022-23,75,73,82,1803,4,2,12,21,0,0,0,5,0,0,4,262,322.0,421.0,633.0,137.1,23,6.65,2.42,9.07,25.37
Bruno Borges Fernandes,Man Utd,MID,2022-23,100,95,176,3317,8,9,18,39,0,0,0,6,0,0,23,748,1004.2,1603.7,982.0,359.3,37,9.33,10.70,20.03,49.13
Carlos Henrique Casimiro,Man Utd,MID,2022-23,50,49,87,2122,4,3,10,22,0,0,0,7,2,0,10,389,644.0,418.8,299.0,136.3,24,3.49,3.82,7.31,29.30
Diogo Dalot Teixeira,Man Utd,DEF,2022-23,45,48,102,2152,1,2,10,34,0,0,0,6,0,0,19,502,483.8,421.4,283.0,118.8,24,2.49,1.53,4.02,34.27
Christian Eriksen,Man Utd,MID,2022-23,65,62,103,2046,1,9,13,25,0,0,0,3,0,0,8,426,425.4,575.2,344.0,134.4,25,4.79,3.49,8.28,26.02
Jonny Evans,Man Utd,DEF,2022-23,45,44,20,1051,0,0,2,28,0,0,0,1,0,0,0,191,247.8,21.5,35.0,30.4,12,0.17,0.18,0.35,19.79
Alejandro Garnacho,Man Utd,MID,2022-23,45,41,39,557,3,2,0,13,0,0,0,3,0,0,0,81,157.6,61.7,287.0,50.7,5,2.97,0.95,3.92,8.02
Tom Heaton,Man Utd,GKP,2022-23,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Victor Lindelöf,Man Utd,DEF,2022-23,45,41,57,1359,0,0,6,16,0,0,0,1,0,0,3,327,280.4,54.7,19.0,35.6,14,0.25,0.39,0.64,19.97
Harry Maguire,Man Utd,DEF,2022-23,50,47,39,762,0,0,5,7,0,0,0,4,0,0,2,201,193.0,20.8,55.0,26.9,8,0.34,0.04,0.38,10.79
Kobbie Mainoo,Man Utd,MID,2022-23,45,45,1,10,0,0,0,0,0,0,0,0,0,0,0,2,5.8,0.8,6.0,1.3,0,0.00,0.07,0.07,0.25
Tyrell Malacia,Man Utd,DEF,2022-23,45,42,62,1391,0,0,7,14,0,0,0,6,0,0,8,287,223.6,148.8,79.0,45.3,14,0.23,0.71,0.94,19.21
Lisandro Martínez,Man Utd,DEF,2022-23,45,44,81,2113,1,0,9,33,0,0,0,6,0,0,6,481,571.8,110.4,82.0,76.7,24,0.46,1.02,1.48,32.52
Scott McTominay,Man Utd,MID,2022-23,50,49,36,1149,1,0,4,20,0,0,0,8,0,0,2,146,247.0,123.2,156.0,52.2,10,1.96,0.99,2.95,22.38
