WEB_NAME,PLAYER_ID,POS_ID,PHOTO,SEASON_NAME,ELEMENT_CODE,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Dragusin,486,2,493125.jpg,2023-24,493125,45,42,14,424,0,0,1,7,0,0,0,1,0,0,0,82,95.4,7.4,6.0,11.0,4,0.14,0.01,0.15,8.20
E.Royal,487,2,241157.jpg,2023-24,241157,45,43,27,1152,1,0,0,31,0,0,0,4,0,0,4,233,316.0,119.5,55.0,49.4,11,0.22,0.86,1.08,28.71
Forster,488,1,40383.jpg,2023-24,40383,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Højbjerg,490,3,132015.jpg,2023-24,132015,55,51,39,1289,0,0,1,28,1,0,0,4,0,0,0,239,282.2,205.8,108.0,59.7,8,0.68,1.57,2.24,26.52
Johnson,491,3,242898.jpg,2023-24,242898,60,58,131,2317,5,12,5,42,0,0,0,3,0,0,9,397,554.4,624.3,782.0,196.3,26,10.36,4.30,14.65,43.97
Kulusevski,492,3,445044.jpg,2023-24,445044,70,67,130,2759,8,3,8,46,0,0,0,7,0,0,14,463,698.8,950.4,953.0,260.1,31,4.95,6.37,11.31,49.32
Lo Celso,493,3,200826.jpg,2023-24,200826,50,48,47,491,2,2,1,12,0,0,0,2,0,0,6,189,225.8,262.8,110.0,60.0,4,0.54,1.79,2.33,12.46
Maddison,494,3,172780.jpg,2023-24,172780,75,78,117,2137,4,11,7,31,0,0,0,5,0,0,9,495,630.4,979.5,605.0,221.4,26,6.53,6.21,12.74,32.54
Pedro Porro,495,2,441164.jpg,2023-24,441164,50,59,136,3090,3,8,7,54,0,0,0,3,0,0,20,720,839.0,877.4,365.0,208.5,35,2.92,6.18,9.10,58.42
Reguilón,496,2,199249.jpg,2023-24,199249,45,45,74,1524,0,6,5,30,0,0,0,7,1,0,14,350,390.2,436.3,111.0,93.8,18,0.94,2.83,3.77,30.44
Richarlison,497,4,212319.jpg,2023-24,212319,70,68,122,1481,11,4,7,18,0,0,0,3,0,0,7,305,560.6,208.4,758.0,152.1,18,9.49,1.42,10.91,25.59
Romero,498,2,221632.jpg,2023-24,221632,45,51,107,2790,5,0,7,46,1,0,0,7,1,0,15,591,841.8,161.9,252.0,125.9,33,3.25,1.41,4.66,52.55
P.M.Sarr,499,3,482442.jpg,2023-24,482442,45,44,86,2063,3,3,9,27,0,0,0,9,0,0,4,397,406.0,373.3,317.0,110.2,27,3.17,2.09,5.26,34.83
Scarlett,500,4,490145.jpg,2023-24,490145,45,45,4,19,0,0,0,0,0,0,0,0,0,0,0,10,2.0,0.4,6.0,0.8,0,0.00,0.00,0.00,0.02
Solomon,502,3,235674.jpg,2023-24,235674,55,51,14,196,0,2,0,2,0,0,0,1,0,0,2,53,73.4,144.3,61.0,28.0,2,0.41,0.75,1.16,1.79
Son,503,3,85971.jpg,2023-24,85971,90,100,213,2934,17,10,8,51,1,0,0,1,0,0,25,707,993.2,921.9,1131.0,304.7,34,11.49,7.87,19.36,53.77
Spence,504,2,232859.jpg,2023-24,232859,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Udogie,505,2,487053.jpg,2023-24,487053,45,49,79,2391,2,3,5,43,0,0,0,5,1,0,8,402,534.8,357.9,279.0,117.3,28,2.42,2.36,4.78,48.70
Van de Ven,506,2,491279.jpg,2023-24,491279,45,44,81,2341,3,0,5,38,0,0,0,5,0,0,10,501,561.6,56.7,85.0,70.5,27,0.61,0.33,0.94,37.56
Veliz,507,4,536908.jpg,2023-24,536908,55,54,11,45,1,0,0,2,0,0,0,1,0,0,0,40,35.2,0.9,29.0,6.5,0,0.42,0.00,0.42,1.88
Vicario,508,1,184254.jpg,2023-24,184254,50,53,112,3420,0,0,7,61,0,0,0,2,0,110,9,730,974.2,0.0,0.0,97.4,38,0.00,0.00,0.00,63.58
Werner,509,3,165153.jpg,2023-24,165153,65,63,46,808,2,4,0,16,0,0,0,1,0,0,5,173,179.0,239.0,305.0,72.3,10,3.81,2.93,6.74,11.06
Whiteman,510,1,175941.jpg,2023-24,175941,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Moore,610,3,499721.jpg,2023-24,499721,45,45,2,3,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.5,0.0,0.1,0,0.00,0.00,0.00,0.05
Odobert,612,3,550839.jpg,2023-24,550839,50,50,82,2095,3,4,2,48,0,0,0,3,0,0,3,303,331.0,435.4,445.0,121.1,25,2.75,3.32,6.07,45.35
Wan-Bissaka,388,2,214590.jpg,2023-24,214590,45,44,47,1778,0,2,3,34,0,0,0,4,0,0,5,323,397.8,196.5,60.0,65.5,20,0.11,1.47,1.58,38.57
Álvarez,511,3,213999.jpg,2023-24,213999,50,50,62,2375,1,1,5,45,0,0,0,11,0,0,3,345,545.8,193.1,89.0,82.7,28,1.37,0.81,2.18,49.85
Antonio,512,4,57531.jpg,2023-24,57531,60,57,78,1692,6,2,5,34,0,0,0,6,0,0,8,228,308.6,132.2,395.0,82.7,21,5.45,1.28,6.72,35.84
Areola,513,1,84182.jpg,2023-24,84182,40,42,116,2700,0,0,4,53,1,2,0,1,0,138,11,598,1023.2,0.0,0.0,102.4,31,0.00,0.00,0.00,54.72
Bowen,514,3,178186.jpg,2023-24,178186,70,76,182,3020,16,6,5,63,0,0,0,2,0,0,14,519,890.4,463.8,1130.0,247.8,34,11.96,4.90,16.86,62.39
Coufal,516,2,164555.jpg,2023-24,164555,45,45,85,3135,0,7,4,70,0,0,0,5,1,0,9,514,661.6,500.0,92.0,125.6,36,0.35,3.01,3.36,66.02
Cresswell,517,2,55459.jpg,2023-24,55459,45,42,10,431,0,0,0,11,0,0,0,1,0,0,0,71,58.8,77.2,2.0,13.9,4,0.00,0.44,0.44,5.94
Earthy,519,3,490885.jpg,2023-24,490885,45,45,8,33,1,0,0,0,0,0,0,0,0,0,0,27,32.8,2.0,33.0,6.9,0,0.35,0.00,0.35,0.16
Emerson,520,2,109533.jpg,2023-24,109533,45,43,82,3138,1,4,5,67,1,0,0,10,0,0,8,519,649.0,400.2,168.0,121.8,35,1.64,2.07,3.71,68.08
Fabianski,521,1,37096.jpg,2023-24,37096,45,42,24,721,0,0,1,21,0,0,0,0,0,33,1,152,245.6,0.0,0.0,24.6,7,0.00,0.00,0.00,17.00
Foderingham,522,1,82143.jpg,2023-24,82143,45,44,70,2648,0,0,1,79,1,0,0,2,0,133,7,531,966.0,10.0,0.0,97.7,29,0.00,0.05,0.05,62.03
Ings,523,4,84939.jpg,2023-24,84939,60,55,36,389,1,2,0,10,0,0,0,1,0,0,4,105,82.4,64.4,125.0,27.1,3,1.18,0.26,1.44,10.43
Kilman,524,2,214048.jpg,2023-24,214048,45,44,82,3420,2,0,5,65,0,0,0,7,0,0,3,592,853.6,233.1,212.0,130.2,38,1.78,1.12,2.90,67.17
Kudus,525,3,460842.jpg,2023-24,460842,65,67,137,2485,8,9,3,61,0,0,0,6,0,0,13,476,667.2,472.9,566.0,170.8,27,5.06,3.48,8.54,49.50
L.Paquetá,527,3,224024.jpg,2023-24,224024,60,60,100,2627,4,6,4,52,0,0,0,10,0,0,7,398,570.6,722.3,343.0,163.7,31,5.19,4.93,10.12,50.96
Mavropanos,528,2,233963.jpg,2023-24,233963,45,45,40,1500,1,0,3,27,2,0,0,2,0,0,3,229,300.2,41.9,112.0,45.3,16,1.19,0.09,1.28,29.36
N.Aguerd,529,2,210494.jpg,2023-24,210494,45,44,36,1857,1,0,2,44,0,0,0,1,1,0,0,282,439.4,58.1,145.0,64.4,21,1.37,0.41,1.78,38.79
Souček,530,3,215439.jpg,2023-24,215439,50,49,116,2867,7,2,5,64,0,0,0,7,0,0,9,456,751.6,262.5,488.0,150.3,34,6.69,1.14,7.83,62.38
Zouma,532,2,103192.jpg,2023-24,103192,45,45,76,2838,3,0,3,63,0,0,0,3,0,0,6,444,636.8,55.1,227.0,92.0,32,1.90,0.07,1.97,59.80
